,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
6819,2015-02-09 11:29:00,21.29,33.1725,481.5,1414.5,0.00519961531779453,1
9492,2015-02-18 04:59:00,20.745,26.2,0.0,1555.0,0.00396360712347269,0
1780,2015-02-03 17:38:59,22.7,30.89,433.0,1306.33333333333,0.0052773815988853105,1
9593,2015-02-18 06:40:00,20.79,26.7,0.0,1473.0,0.00405102252768257,0
3919,2015-02-07 11:09:00,22.34,17.79,337.75,457.5,0.00296259449816788,0
7161,2015-02-09 17:10:59,22.1,39.03,433.0,2028.0,0.00644107393388423,1
6217,2015-02-15 22:24:00,20.29,31.0,0.0,718.0,0.00456431850395291,0
4580,2015-02-14 19:07:00,19.84,35.45,0.0,523.0,0.00508028561873035,0
1659,2015-02-12 18:26:00,21.823333333333302,28.0666666666667,0.0,595.666666666667,0.00454050202688189,0
5492,2015-02-08 13:21:59,20.73,28.0,97.6666666666667,422.0,0.00423383122127418,0
1920,2015-02-06 01:50:00,20.5,19.89,0.0,435.5,0.0029591517030864898,0
7066,2015-02-16 12:33:00,21.6,28.05,469.0,915.0,0.0044758101502781296,1
582,2015-02-02 21:40:59,20.89,22.79,0.0,475.75,0.0034759331976165,0
1252,2015-02-12 11:38:59,24.033333333333303,22.5,240.666666666667,803.0,0.0041587349329438705,0
8114,2015-02-17 06:01:00,20.29,30.6,0.0,748.5,0.00450499751333018,0
5514,2015-02-08 13:44:00,20.7,27.1,74.0,427.5,0.00408923331117716,0
557,2015-02-05 03:07:00,20.963333333333303,24.89,0.0,443.333333333333,0.0038154558880034795,0
6970,2015-02-16 10:57:00,21.525,27.8725,450.25,1012.25,0.00442677265313571,1
163,2015-02-04 20:32:59,21.7,26.79,0.0,514.0,0.00429977438278406,0
5506,2015-02-15 10:33:00,22.0,28.79,179.0,641.5,0.00470928419187771,0
1222,2015-02-05 14:12:00,22.2,25.96,453.0,780.0,0.0042956141263568,1
766,2015-02-03 00:45:00,20.6,22.29,0.0,451.5,0.00333875873669441,0
3402,2015-02-07 02:31:59,19.89,18.945,0.0,441.0,0.0027131292969907,0
660,2015-02-05 04:50:00,21.0,23.823333333333302,0.0,444.666666666667,0.0036592715081668,0
9327,2015-02-18 02:13:59,20.7,27.1,0.0,1207.5,0.00408923331117716,0
6345,2015-02-16 00:32:00,20.29,29.2,0.0,733.5,0.00429746247374309,0
2152,2015-02-03 23:51:00,20.865,24.92,0.0,558.25,0.0037969067342688797,0
4020,2015-02-14 09:47:00,20.15,36.2,19.5,503.25,0.00529012236088292,0
9709,2015-02-18 08:36:00,20.89,27.05,14.0,1433.25,0.004129982989155979,0
2118,2015-02-03 23:17:00,20.89,25.2,0.0,561.4,0.00384577933024355,0
7463,2015-02-09 22:13:00,20.5,33.29,0.0,1101.33333333333,0.00496867341311421,0
5132,2015-02-15 04:19:00,20.1,32.7,0.0,552.0,0.00475985605301206,0
2302,2015-02-04 02:21:00,20.7,25.1,0.0,497.0,0.00378560813415773,0
4568,2015-02-07 21:58:00,19.79,27.5,0.0,441.0,0.0039215187224099606,0
3508,2015-02-07 04:18:00,19.79,19.29,0.0,442.0,0.00274559926362376,0
7806,2015-02-17 00:53:00,20.1,30.29,0.0,714.0,0.0044065679384827795,0
4285,2015-02-14 14:12:00,20.2675,35.5675,13.0,507.25,0.00523514019801416,0
1485,2015-02-12 15:32:00,22.7,25.7,62.0,564.0,0.00438444930367711,0
7889,2015-02-17 02:16:00,19.89,30.39,0.0,715.333333333333,0.00436367615447494,0
5898,2015-02-08 20:08:00,19.39,27.6,0.0,440.333333333333,0.00383864719670305,0
3346,2015-02-13 22:33:00,20.1,31.6,0.0,512.0,0.00459855479455644,0
2448,2015-02-13 07:34:59,20.89,25.745,0.0,518.0,0.003929477380710171,0
2117,2015-02-06 05:06:59,20.39,18.7,0.0,432.0,0.00276241064121188,0
757,2015-02-12 03:23:59,20.6,24.39,0.0,578.0,0.00365516051087822,0
1756,2015-02-05 23:06:00,20.5,21.29,0.0,446.25,0.00316849891658704,0
5428,2015-02-15 09:15:00,20.823333333333302,29.533333333333303,116.0,622.0,0.004493282497271029,0
4096,2015-02-14 11:03:00,20.79,35.59,128.25,507.75,0.005411581291847121,0
2324,2015-02-04 02:43:00,20.7,25.0,0.0,486.5,0.0037704346054599296,0
4780,2015-02-14 22:27:00,19.89,36.0,0.0,531.666666666667,0.00517591482227579,0
186,2015-02-02 15:04:59,23.5,27.978,454.0,1055.25,0.0050147597241768,1
5741,2015-02-08 17:31:00,19.39,27.15,14.0,422.0,0.00377568064257549,0
5199,2015-02-08 08:29:00,19.2225,31.15,10.0,435.5,0.00429052362979423,0
7695,2015-02-16 23:02:00,20.29,30.29,0.0,712.0,0.00445903147096821,0
2029,2015-02-13 00:36:00,21.0,25.0,0.0,573.0,0.0038411240057139,0
8670,2015-02-17 15:16:59,22.2,34.4,444.0,1405.75,0.00570499450173149,1
9067,2015-02-17 21:53:59,20.89,32.59,0.0,1511.0,0.004982603673828871,0
1981,2015-02-12 23:48:00,21.0,25.95,0.0,578.5,0.00398802257418715,0
5884,2015-02-08 19:53:59,19.39,27.6,0.0,437.666666666667,0.00383864719670305,0
1645,2015-02-03 15:23:59,22.9685714285714,30.304285714285697,460.428571428571,1294.57142857143,0.0052621521240719,1
5291,2015-02-15 06:58:00,20.0,32.0,0.0,580.0,0.00462823784861715,0
8449,2015-02-17 11:36:00,21.39,32.475,432.75,1081.0,0.00512094662752816,1
2127,2015-02-13 02:13:59,20.945,24.9,0.0,574.5,0.0038126713234168702,0
7810,2015-02-17 00:56:59,20.125,30.365,0.0,710.5,0.0044244454359539795,0
6920,2015-02-16 10:07:00,21.675,26.9425,461.5,978.75,0.00431776957640475,1
1374,2015-02-05 16:44:00,22.365,26.29,438.0,1067.25,0.00439482379023074,1
5649,2015-02-08 15:59:00,19.815,26.575,33.5,420.0,0.00379472638249145,0
6912,2015-02-09 13:01:59,21.5,33.425,464.0,1279.25,0.00530796986865074,1
1236,2015-02-05 14:25:59,22.2,27.1,441.0,839.0,0.00448561086271465,1
984,2015-02-03 04:23:00,20.39,22.5,0.0,438.25,0.00332675846769344,0
8246,2015-02-17 08:12:59,20.6,30.39,0.0,781.5,0.00456093238421853,0
7205,2015-02-09 17:55:00,22.1,38.0675,429.5,1845.0,0.00628062983187738,1
505,2015-02-02 20:23:59,21.033333333333303,23.29,0.0,517.666666666667,0.00358425790846352,0
2324,2015-02-06 08:34:00,20.865,19.7225,433.0,596.75,0.00300117470678015,1
5813,2015-02-08 18:42:59,19.29,27.5,0.0,428.0,0.0038007697086113704,0
2521,2015-02-06 11:51:00,21.65,20.34,465.5,789.5,0.00324912852407748,1
1912,2015-02-06 01:41:59,20.39,20.0,0.0,433.0,0.00295536233629246,0
584,2015-02-02 21:42:59,20.865,22.7675,0.0,475.0,0.00346711546963321,0
4875,2015-02-15 00:02:00,20.0,35.7,0.0,539.333333333333,0.00516782400636706,0
2663,2015-02-04 08:22:00,20.873333333333303,25.373333333333303,437.666666666667,659.333333333333,0.0038684030434505603,1
8034,2015-02-10 07:44:00,20.29,33.0,0.0,451.0,0.00486109204215602,0
1018,2015-02-12 07:45:00,20.5,22.39,0.0,719.0,0.00333308443071495,0
2865,2015-02-13 14:31:59,23.39,27.0,560.25,562.0,0.00480585433033931,1
2739,2015-02-13 12:26:00,23.89,25.1,773.333333333333,647.0,0.004602776626749639,1
4436,2015-02-14 16:43:00,20.033333333333303,35.8266666666667,24.0,518.333333333333,0.00519712075344864,0
1435,2015-02-03 11:54:00,22.2,27.5666666666667,549.333333333333,1102.5,0.00456342056200697,1
6295,2015-02-09 02:44:59,19.39,26.65,0.0,470.5,0.00370573266324294,0
6431,2015-02-16 01:58:00,20.39,27.65,0.0,845.0,0.00409322748322691,0
9501,2015-02-18 05:08:00,20.7,26.2,0.0,1506.0,0.0039525655287612396,0
5291,2015-02-08 10:01:00,19.39,30.575,13.0,431.5,0.00425524509848832,0
3367,2015-02-13 22:53:59,20.1,31.79,0.0,509.0,0.00462640998898792,0
6014,2015-02-08 22:04:00,19.5,27.6,0.0,444.0,0.00386516957975751,0
5100,2015-02-08 06:49:59,19.245,31.445,0.0,436.5,0.00433755859407709,0
4417,2015-02-07 19:27:00,20.1,24.2,0.0,439.0,0.0035155914492964397,0
3509,2015-02-14 01:15:59,19.89,35.4,0.0,503.0,0.005088943789075279,0
5963,2015-02-08 21:13:00,19.5,27.5,0.0,445.0,0.00385107863568625,0
4924,2015-02-15 00:51:00,19.945,35.4,0.0,542.5,0.00510646480811851,0
8496,2015-02-17 12:23:00,21.6666666666667,32.76,454.0,1279.66666666667,0.00525525412873784,1
615,2015-02-12 01:01:59,20.6,26.3,0.0,516.5,0.00394321362226125,0
3263,2015-02-07 00:13:00,20.0,18.79,0.0,441.0,0.00270932120270335,0
6568,2015-02-09 07:18:00,19.445,25.945,0.0,473.5,0.0036195704160197797,0
5307,2015-02-15 07:14:00,20.0,31.79,0.0,586.0,0.00459764053087652,0
1969,2015-02-03 20:48:00,21.125,26.79,0.0,669.25,0.00414992817653432,0
4507,2015-02-14 17:54:00,19.89,35.45,0.0,517.0,0.00509619045388799,0
7018,2015-02-09 14:48:00,21.79,35.845,474.5,1496.5,0.005798671740210671,1
2804,2015-02-04 10:43:00,24.408333333333303,25.681666666666697,798.0,1124.0,0.00486020770362199,1
1922,2015-02-03 20:00:59,21.2,27.65,0.0,765.0,0.00430397241364211,0
7677,2015-02-10 01:46:59,20.29,32.95,0.0,465.0,0.0048536692774105205,0
5422,2015-02-15 09:08:59,20.7675,29.7,121.0,616.25,0.00450320527948579,0
526,2015-02-02 20:44:59,20.89,23.254,0.0,504.0,0.00354710610572144,0
9350,2015-02-18 02:37:00,20.7,26.89,0.0,1254.5,0.00405733882427195,0
1627,2015-02-12 17:54:00,21.89,28.1,0.0,613.5,0.00456461412387824,0
2292,2015-02-04 02:10:59,20.7,25.1,0.0,496.25,0.00378560813415773,0
894,2015-02-05 08:44:00,21.323333333333302,24.29,434.0,737.0,0.0038066474867695602,1
3007,2015-02-13 16:53:59,21.7,31.7,444.0,625.25,0.00509427987015004,1
622,2015-02-02 22:21:00,20.7225,22.5,0.0,459.0,0.00339606511573662,0
3238,2015-02-06 23:48:00,20.1,18.79,0.0,439.0,0.00272622320693274,0
4204,2015-02-07 15:53:59,21.29,18.89,48.0,444.0,0.00295028967942359,0
1749,2015-02-05 22:59:00,20.5,21.2,0.0,447.0,0.00315503666319505,0
588,2015-02-05 03:38:00,21.0,24.6,0.0,443.666666666667,0.00377929260087562,0
3552,2015-02-07 05:02:00,19.7,19.39,0.0,441.0,0.0027444541255403397,0
7646,2015-02-16 22:13:00,20.39,30.15,0.0,711.0,0.00446597766159789,0
2903,2015-02-13 15:10:00,23.0,28.29,505.0,564.5,0.00491904713789402,1
116,2015-02-04 19:46:00,21.926666666666698,27.1,0.0,555.0,0.00441095405497767,0
6681,2015-02-16 06:08:00,20.5,25.29,0.0,805.0,0.00376740737633744,0
7351,2015-02-16 17:18:00,22.0,29.89,433.0,973.0,0.00489062991340907,1
2932,2015-02-06 18:42:00,21.0,20.0,0.0,625.0,0.0030691085850655803,0
9465,2015-02-18 04:32:00,20.79,26.025,0.0,1481.25,0.00394795899780652,0
6505,2015-02-09 06:15:00,19.5,26.5,0.0,466.5,0.0037102040844392203,0
2036,2015-02-03 21:55:00,21.0,25.934,0.0,600.4,0.0039855479220959,0
7670,2015-02-16 22:37:00,20.245,30.34,0.0,715.5,0.00445394883394137,0
8073,2015-02-10 08:23:00,20.29,33.145,0.0,451.5,0.00488261905404695,0
5218,2015-02-08 08:48:00,19.2,31.1,14.0,432.0,0.00427754549047685,0
215,2015-02-11 18:22:00,21.7675,28.5,419.0,585.75,0.0045953065419468,1
1023,2015-02-05 10:53:00,22.075,26.3425,454.0,1033.0,0.0043260427230462604,1
2732,2015-02-13 12:19:00,23.9725,25.175,782.75,646.5,0.00463975124376631,1
6453,2015-02-09 05:23:00,19.5,26.7,0.0,460.5,0.0037383739208854,0
4752,2015-02-14 21:59:00,19.89,35.4,0.0,532.0,0.005088943789075279,0
5458,2015-02-08 12:48:00,20.025,29.65,295.5,425.5,0.00429269725747901,0
2787,2015-02-13 13:14:00,23.89,25.445,243.0,578.0,0.00466651652684621,0
297,2015-02-11 19:44:00,21.1,30.1,0.0,521.0,0.00465930039964209,0
6451,2015-02-09 05:21:00,19.5,26.7,0.0,461.0,0.0037383739208854,0
2929,2015-02-13 15:36:00,22.7,29.1,479.0,578.0,0.00496912712216452,1
5170,2015-02-08 07:59:59,19.2,31.0,0.0,432.0,0.004263697042605471,0
1424,2015-02-05 17:34:00,22.2,24.5666666666667,433.0,920.333333333333,0.00406355233666402,1
1684,2015-02-05 21:53:59,20.7,20.5,0.0,461.0,0.0030883865682351103,0
1350,2015-02-05 16:20:00,22.4725,26.745,429.0,1077.5,0.00450096559598787,1
4733,2015-02-14 21:40:00,19.79,35.2225,0.0,527.75,0.00503166089613747,0
5216,2015-02-15 05:43:00,20.15,32.29,0.0,566.5,0.004714399873488271,0
975,2015-02-03 04:14:00,20.39,22.5,0.0,430.0,0.00332675846769344,0
4646,2015-02-07 23:16:00,19.65,28.945,0.0,443.5,0.0040929803613646,0
4877,2015-02-08 03:07:00,19.39,31.1,0.0,439.0,0.0043288199558765205,0
4976,2015-02-08 04:46:00,19.39,31.29,0.0,437.0,0.00435545130768469,0
6675,2015-02-16 06:02:00,20.39,25.2225,0.0,797.0,0.0037317112820832296,0
3515,2015-02-07 04:25:00,19.79,19.39,0.0,439.0,0.0027598956962218697,0
6140,2015-02-15 21:07:00,20.34,32.0,0.0,694.0,0.00472736416828834,0
4484,2015-02-07 20:34:00,20.0,25.7,0.0,445.0,0.0037116162768695703,0
6479,2015-02-09 05:49:00,19.39,26.79,0.0,461.0,0.00372531652116727,0
4928,2015-02-08 03:58:00,19.39,31.2,0.0,431.5,0.00434283617452838,0
9696,2015-02-18 08:23:00,20.79,27.1,14.0,1404.0,0.0041121132288289295,0
7012,2015-02-09 14:42:00,21.745,35.475,474.5,1453.0,0.0057223620782259205,1
6626,2015-02-09 08:16:00,19.5,26.6,0.0,472.0,0.00372428868561385,0
6916,2015-02-09 13:06:00,21.5,33.3175,474.5,1254.75,0.00529075340308238,1
6796,2015-02-09 11:06:00,21.1,33.0725,449.5,1384.5,0.0051232155683681,1
2652,2015-02-06 14:02:00,21.7675,19.0,525.25,625.0,0.00305601180447185,1
4401,2015-02-07 19:11:00,20.15,23.7,0.0,441.5,0.00345328099886475,0
6744,2015-02-09 10:14:00,20.745,31.895,433.5,1136.0,0.00483185496321751,1
7345,2015-02-09 20:15:00,20.5,34.9,0.0,921.5,0.00521098590547799,0
7331,2015-02-09 20:00:59,20.6,35.09,0.0,1001.0,0.00527228758037146,0
1334,2015-02-03 10:13:00,21.7,27.912,474.0,1073.4,0.00448115189301355,1
388,2015-02-05 00:17:59,21.29,25.2,0.0,463.0,0.00394204788657305,0
9596,2015-02-18 06:42:59,20.79,26.7,0.0,1480.0,0.00405102252768257,0
1780,2015-02-05 23:30:00,20.39,21.29,0.0,445.0,0.00314694763447223,0
1824,2015-02-06 00:14:00,20.2,21.29,0.0,448.0,0.0031100266408711197,0
642,2015-02-02 22:40:59,20.7,22.5,0.0,455.666666666667,0.00339133538795165,0
250,2015-02-11 18:56:59,21.29,29.926666666666698,0.0,582.0,0.00468701421209814,0
3448,2015-02-07 03:17:59,19.79,19.1,0.0,436.5,0.00271843784418595,0
6174,2015-02-15 21:40:59,20.29,31.6,0.0,708.5,0.004653321056038579,0
5464,2015-02-15 09:51:00,21.6,28.89,319.75,639.25,0.00461083869758847,0
6151,2015-02-09 00:21:00,19.5,27.0,0.0,451.5,0.0037806334317097797,0
2751,2015-02-04 09:49:59,22.9725,25.39,693.75,970.0,0.00440383124996745,1
4044,2015-02-07 13:14:00,23.075,17.0,260.5,449.75,0.00296011692650095,0
4132,2015-02-07 14:42:00,22.29,17.7,100.0,442.75,0.0029385390831873,0
5341,2015-02-15 07:47:59,20.1,31.29,0.0,593.5,0.00455311216189065,0
4095,2015-02-07 14:05:00,22.6,17.175,163.25,443.75,0.00290546820816037,0
1319,2015-02-12 12:46:00,24.39,23.2725,666.0,840.75,0.0043961877944162795,1
1122,2015-02-05 12:32:00,22.7,26.9175,513.5,1117.5,0.004593690180791379,1
2407,2015-02-13 06:53:59,21.0,25.1666666666667,0.0,531.333333333333,0.0038668906974420798,0
1442,2015-02-03 12:01:00,22.2225,27.575,556.666666666667,1081.66666666667,0.0045711152607044205,1
4923,2015-02-15 00:49:59,19.89,35.4,0.0,544.0,0.005088943789075279,0
1499,2015-02-03 12:58:00,23.025,26.125,653.75,999.75,0.004546775587630471,1
1732,2015-02-12 19:38:59,21.39,27.89,0.0,561.0,0.00439283690920249,0
609,2015-02-12 00:55:59,20.6,26.2,0.0,511.0,0.0039281257277475,0
3318,2015-02-13 22:05:00,20.29,31.39,0.0,509.0,0.00462216728674112,0
1181,2015-02-12 10:27:59,23.6,22.7,729.5,789.75,0.00408727865537402,1
87,2015-02-11 16:14:00,21.89,29.96,429.0,760.0,0.0048691210580864,1
2898,2015-02-13 15:04:59,23.0,28.245,524.0,573.5,0.00491116078571232,1
588,2015-02-02 21:47:00,20.89,22.7675,0.0,470.0,0.0034724823368476898,0
8492,2015-02-17 12:19:00,21.675,32.7225,450.25,1382.25,0.00525188598281784,1
2719,2015-02-06 15:08:59,22.2,21.445,509.0,904.5,0.0035442577341901296,1
299,2015-02-11 19:46:00,21.1,29.6,0.0,520.0,0.00458133331626704,0
6782,2015-02-16 07:49:00,20.39,24.463333333333303,0.0,815.0,0.00361873783018115,0
3932,2015-02-14 08:19:00,19.79,37.0,0.0,508.0,0.00528774181077989,0
8381,2015-02-17 10:27:59,21.29,31.29,423.666666666667,976.666666666667,0.00490221774608623,1
2375,2015-02-06 09:24:59,21.05,21.05,441.0,765.25,0.0032410693854701103,1
7970,2015-02-10 06:40:00,20.1,33.09,0.0,447.666666666667,0.00481706462404567,0
4350,2015-02-07 18:20:00,20.29,22.5,0.0,439.333333333333,0.00330615959738039,0
4505,2015-02-07 20:55:00,19.89,26.245,0.0,443.5,0.00376489632905666,0
8482,2015-02-17 12:08:59,21.6,32.7,429.0,1263.5,0.00522402106934216,1
5329,2015-02-08 10:38:59,19.2675,30.55,6.0,438.75,0.004219215346754021,0
6825,2015-02-09 11:35:00,21.29,33.145,475.25,1433.25,0.005195268833701971,1
7154,2015-02-16 14:00:59,21.5,28.2,461.5,846.0,0.00447226142648379,1
727,2015-02-03 00:06:00,20.6,22.2,0.0,445.75,0.00332520581189891,0
3574,2015-02-14 02:21:00,19.79,36.2,0.0,506.0,0.0051724615101873105,0
712,2015-02-05 05:42:00,20.89,23.5,0.0,442.5,0.0035848465887700705,0
7268,2015-02-09 18:58:00,21.2,36.2,0.0,1313.0,0.0056469398715189795,0
1989,2015-02-03 21:08:00,21.075,26.4725,0.0,649.666666666667,0.0040877654367767,0
5979,2015-02-15 18:26:00,20.5,32.79,0.0,674.5,0.0048934591829229,0
1814,2015-02-03 18:13:00,22.6,30.1225,0.0,1205.25,0.00511378443654941,0
2129,2015-02-13 02:16:00,21.0,24.29,0.0,576.0,0.0037313816648662204,0
7069,2015-02-09 15:39:00,22.0,37.6633333333333,439.0,1815.5,0.00617513708910003,1
1686,2015-02-05 21:55:59,20.7,20.6,0.0,463.0,0.00310352703828971,0
1143,2015-02-05 12:53:00,22.65,26.495,630.0,1034.0,0.00450726713960598,1
2176,2015-02-04 00:15:00,20.865,24.9175,0.0,547.75,0.0037965234997134204,0
2866,2015-02-06 17:36:00,21.6,21.34,433.0,844.25,0.00339927478840595,1
1959,2015-02-12 23:25:59,21.0,26.35,0.0,564.5,0.0040498952359289,0
6346,2015-02-16 00:33:00,20.29,29.0,0.0,729.0,0.00426782583453201,0
7291,2015-02-09 19:21:00,20.89,35.9,0.0,1194.0,0.00549313050089804,0
2599,2015-02-04 07:18:00,20.456,23.956,0.0,470.8,0.0035578140264585297,0
6598,2015-02-09 07:47:59,19.5,26.39,0.0,467.0,0.0036947117554779704,0
9185,2015-02-17 23:51:59,20.89,29.7,0.0,1255.5,0.004537535503779999,0
1621,2015-02-03 15:00:00,23.14,29.456,469.0,1209.0,0.00516740184512806,1
4914,2015-02-15 00:40:59,19.945,35.4,0.0,540.5,0.00510646480811851,0
2969,2015-02-06 19:19:00,20.7,19.5,0.0,528.5,0.0029370221963941397,0
7491,2015-02-09 22:40:59,20.5,33.09,0.0,581.0,0.0049385855553457,0
6022,2015-02-08 22:12:00,19.5,27.65,0.0,449.0,0.00387221528973745,0
799,2015-02-12 04:06:00,20.6,24.8,0.0,584.0,0.00371697155210509,0
6877,2015-02-09 12:27:00,21.5,34.3966666666667,463.0,1407.0,0.0054636282496546605,1
9029,2015-02-17 21:16:00,20.89,33.29,0.0,1542.5,0.0050905007958803,0
2903,2015-02-06 18:13:00,21.5,20.7,0.0,750.5,0.00327656452373195,0
8539,2015-02-17 13:06:00,21.7,33.09,37.0,1156.0,0.00531956721058616,0
2030,2015-02-03 21:49:00,21.0,26.0,0.0,605.25,0.00399575598808051,0
7732,2015-02-16 23:38:59,20.2,30.6,0.0,708.5,0.00447981928533327,0
2177,2015-02-13 03:04:00,20.89,24.29,0.0,575.0,0.00370607650135101,0
5863,2015-02-15 16:30:00,21.1,31.89,32.0,669.0,0.00493858170097655,0
3727,2015-02-07 07:57:00,19.7,19.5,0.0,452.0,0.00276009257704848,0
1231,2015-02-05 14:21:00,22.2,26.823333333333302,441.0,832.666666666667,0.00443948995095924,1
333,2015-02-02 17:31:59,22.6,25.08,424.6,845.4,0.0042518862376435,1
7983,2015-02-10 06:53:00,20.2,33.06,0.0,443.333333333333,0.00484276561507678,0
8875,2015-02-17 18:42:00,21.7,34.2,0.0,1475.0,0.00549958920680493,0
889,2015-02-05 08:38:59,21.323333333333302,24.29,426.666666666667,727.0,0.0038066474867695602,1
5675,2015-02-08 16:25:00,19.6333333333333,26.823333333333302,31.0,413.0,0.0037871898519098103,0
2474,2015-02-04 05:12:59,20.675,24.4725,0.0,464.5,0.0036846924014502297,0
5133,2015-02-08 07:23:00,19.1,31.39,0.0,442.0,0.00429068592833222,0
7302,2015-02-09 19:32:00,20.7,35.7,0.0,1133.5,0.0053981859236734795,0
2896,2015-02-06 18:06:00,21.7,20.89,426.0,780.5,0.0033477322676030803,1
4352,2015-02-14 15:19:00,19.89,36.045,26.5,511.0,0.00518243862227647,0
6331,2015-02-09 03:21:00,19.29,26.79,0.0,470.0,0.0037020566954088204,0
1237,2015-02-03 08:36:00,20.79,24.79,433.0,672.75,0.00375947872351275,1
1195,2015-02-03 07:53:59,20.5,23.89,407.666666666667,523.666666666667,0.0035576589307174398,1
3465,2015-02-07 03:35:00,19.79,19.2,0.0,440.5,0.00273273303369438,0
6632,2015-02-09 08:22:00,19.5,26.7,0.0,474.0,0.0037383739208854,0
8364,2015-02-17 10:11:00,21.2675,31.39,433.0,965.5,0.0049111725927957,1
3005,2015-02-13 16:52:00,21.65,31.575,440.25,626.5,0.00505841206597156,1
3354,2015-02-13 22:40:59,20.15,31.7,0.0,513.5,0.00462761789834634,0
1499,2015-02-12 15:46:00,22.6,25.7,63.5,552.5,0.00435773306679615,0
539,2015-02-05 02:49:00,21.0666666666667,24.856666666666698,0.0,437.333333333333,0.0038347407576409297,0
5942,2015-02-08 20:51:59,19.39,27.39,0.0,452.5,0.00380926122794171,0
3838,2015-02-14 06:45:00,19.5,39.4,0.0,505.5,0.00553236774917479,0
1968,2015-02-12 23:35:00,21.0,26.6,0.0,570.0,0.00408857186095024,0
7258,2015-02-16 15:45:00,21.865,28.9725,459.0,892.5,0.0047001831941435295,1
1797,2015-02-12 20:44:00,21.2,27.4933333333333,0.0,561.333333333333,0.004279418048983939,0
5392,2015-02-15 08:38:59,20.2,30.5,32.5,613.5,0.00446507425916187,0
1479,2015-02-12 15:26:00,22.79,25.6,44.0,564.0,0.00439134200493453,0
522,2015-02-02 20:41:00,21.0,23.29,0.0,509.333333333333,0.0035768802490343797,0
9339,2015-02-18 02:25:59,20.6,26.84,0.0,1234.0,0.00402470082344019,0
1393,2015-02-03 11:12:00,22.025,28.2575,538.0,1193.125,0.0046286387715649205,1
7203,2015-02-16 14:50:00,21.7,28.73,469.0,899.333333333333,0.00461345234922418,1
7454,2015-02-09 22:04:00,20.5,33.4,0.0,627.0,0.00498522296590201,0
1099,2015-02-12 09:06:00,21.445,24.05,466.0,868.5,0.0037971871469256705,1
7051,2015-02-16 12:17:59,21.29,27.89,454.0,903.0,0.00436579942379362,1
7160,2015-02-16 14:06:59,21.533333333333303,28.3266666666667,454.0,847.0,0.004501738805232,1
7041,2015-02-16 12:08:00,21.39,28.0666666666667,459.0,914.333333333333,0.00442086070808653,1
7793,2015-02-10 03:42:59,20.2,32.9,0.0,448.0,0.0048191465636018204,0
5091,2015-02-08 06:40:59,19.2,31.55,0.0,432.0,0.004339871085796421,0
1544,2015-02-12 16:31:00,22.29,27.025,439.0,577.75,0.0044978626924110105,1
9468,2015-02-18 04:34:59,20.79,26.0,0.0,1482.5,0.00394414248170397,0
7242,2015-02-16 15:29:00,21.675,28.8675,454.0,874.75,0.00462856320478389,1
4573,2015-02-07 22:02:59,19.79,27.6,0.0,440.0,0.0039358690248326895,0
5198,2015-02-08 08:28:00,19.245,31.175,8.5,434.0,0.00430005701230304,0
